NDF-RT,SNOMED,CommonName,Score,ICD11Code,SpecificMatch,BroadName
N0000145890,427099000,Active tuberculosis,100,1,Certain infectious or parasitic diseases,Tuberculosis
N0000145894,22253000,Pain,100,8,Diseases of the nervous system,Pain disorders
N0000145894,49727002,Cough,100,1,Certain infectious or parasitic diseases,Whooping cough
N0000145898,22253000,Pain,100,8,Diseases of the nervous system,Pain disorders
N0000145898,386661006,Fever,100,1,Certain infectious or parasitic diseases,Typhoid fever
N0000145898,396275006,Osteoarthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Osteoarthritis
N0000145909,19242006,Pulmonary edema,96.77419355,12,Diseases of the respiratory system,Pulmonary oedema
N0000145909,24496007,Hemorrhoidectomy,56.41025641,1,Certain infectious or parasitic diseases,Omsk haemorrhagic fever
N0000145909,30037006,Anal fissure,78.26086957,13,Diseases of the digestive system,Lip fissure
N0000145909,42343007,Congestive heart failure,100,11,Diseases of the circulatory system,Heart failure
N0000145909,45067001,Spastic disorder of smooth muscle segment of esophagus,72.72727273,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000145909,70995007,Pulmonary hypertension,100,11,Diseases of the circulatory system,Pulmonary hypertension
N0000145909,109894007,Retained placenta,100,18,"Pregnancy, childbirth or the puerperium","Retained placenta or membranes, without haemorrhage"
N0000145909,194828000,Angina pectoris,66.66666667,21,"Symptoms, signs or clinical findings, not elsewhere classified",Precordial pain
N0000145909,266599000,Dysmenorrhea,60,14,Diseases of the skin,Morphoea
N0000145909,398254007,Pre-eclampsia,100,18,"Pregnancy, childbirth or the puerperium",Pre-eclampsia superimposed on chronic hypertension
N0000145909,414545008,Ischemic heart disease,95.65217391,11,Diseases of the circulatory system,Ischaemic heart diseases
N0000145909,5501000119106,Postoperative hypertension,100,X,Extension Codes,Postoperative
N0000145914,41652007,Pain in eye,77.77777778,17,Conditions related to sexual health,Aetiological considerations in sexual dysfunctions and sexual pain disorders
N0000145914,82423001,Chronic pain,78.57142857,8,Diseases of the nervous system,Chronic migraine
N0000145914,182686001,Endotracheal respiratory assistance,75.86206897,21,"Symptoms, signs or clinical findings, not elsewhere classified",Respiratory arrest
N0000145914,267036007,Dyspnea,66.66666667,16,Diseases of the genitourinary system,Dyspareunia
N0000145918,3238004,Pericarditis,100,11,Diseases of the circulatory system,Other pericarditis as current complication following acute myocardial infarction
N0000145918,3723001,Arthritis,100,1,Certain infectious or parasitic diseases,Rubella arthritis
N0000145918,11101003,Percutaneous transluminal coronary angioplasty,54.54545455,13,Diseases of the digestive system,Neoplasms of peritoneum or retroperitoneum
N0000145918,22253000,Pain,100,8,Diseases of the nervous system,Pain disorders
N0000145918,25064002,Headache,100,8,Diseases of the nervous system,Headache disorders
N0000145918,37796009,Migraine,100,8,Diseases of the nervous system,Migraine
N0000145918,49436004,Atrial fibrillation,77.41935484,11,Diseases of the circulatory system,Idiopathic ventricular fibrillation
N0000145918,49601007,Disorder of cardiovascular system,77.77777778,X,Extension Codes,Agents primarily affecting the cardiovascular system
N0000145918,55464009,Systemic lupus erythematosus,100,4,Diseases of the immune system,Lupus erythematosus
N0000145918,64586002,Carotid artery stenosis,78.94736842,11,Diseases of the circulatory system,Asymptomatic stenosis of intracranial or extracranial artery
N0000145918,66951008,Carotid endarterectomy,60.86956522,22,"Injury, poisoning or certain other consequences of external causes",Injury of carotid artery
N0000145918,75053002,Acute febrile mucocutaneous lymph node syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000145918,196075003,Pleurisy,100,21,"Symptoms, signs or clinical findings, not elsewhere classified",Pleurisy
N0000145918,232717009,Coronary artery bypass graft,76.92307692,11,Diseases of the circulatory system,Coronary artery aneurysm
N0000145918,233819005,Stable angina,59.25925926,24,Factors influencing health status or contact with health services,Pregnant state
N0000145918,233970002,Coronary artery stenosis,79.16666667,11,Diseases of the circulatory system,Coronary atherosclerosis
N0000145918,234185004,Prosthetic cardiac valve thrombosis,80,11,Diseases of the circulatory system,Prosthetic valve disease
N0000145918,234194005,Vascular graft thrombosis,69.56521739,11,Diseases of the circulatory system,Vena caval thrombosis
N0000145918,239177006,Post-episiotomy pain,54.90196078,21,"Symptoms, signs or clinical findings, not elsewhere classified",Postpartum symptom or complaint
N0000145918,266257000,Transient cerebral ischemia,81.48148148,19,Certain conditions originating in the perinatal period,Neonatal cerebral ischaemia
N0000145918,363510005,Malignant tumor of large intestine,85.71428571,13,Diseases of the digestive system,Polyp of large intestine
N0000145918,371039008,Thromboembolic disorder,76.19047619,5,"Endocrine, nutritional or metabolic diseases",Metabolic disorders
N0000145918,371806006,Progressive angina,75.86206897,8,Diseases of the nervous system,Progressive focal atrophies
N0000145918,372109003,Disorder of joint of spine,73.17073171,9,Diseases of the visual system,Disorders of orbit
N0000145918,386661006,Fever,100,1,Certain infectious or parasitic diseases,Typhoid fever
N0000145918,396275006,Osteoarthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Osteoarthritis
N0000145918,399957001,Peripheral arterial occlusive disease,86.66666667,11,Diseases of the circulatory system,Chronic arterial occlusive disease
N0000145918,401303003,Acute ST segment elevation myocardial infarction,100,11,Diseases of the circulatory system,Acute myocardial infarction
N0000145918,401314000,Acute non-ST segment elevation myocardial infarction,100,11,Diseases of the circulatory system,Acute myocardial infarction
N0000145918,414024009,Disorder of coronary artery,85.18518519,11,Diseases of the circulatory system,Diseases of coronary artery
N0000145918,415070008,Percutaneous coronary intervention,80,23,External causes of morbidity or mortality,Legal intervention
N0000145918,422504002,Ischemic stroke,58.53658537,8,Diseases of the nervous system,Transient ischaemic attack
N0000145918,429098002,Thromboembolism of vein,84.44444444,11,Diseases of the circulatory system,Venous thromboembolism
N0000145918,439127006,Thrombosis,100,8,Diseases of the nervous system,Cerebral venous thrombosis
N0000145980,4776004,Lichen planus,68.96551724,14,Diseases of the skin,Lichen sclerosus
N0000145980,23685000,Rheumatic heart disease,80.85106383,11,Diseases of the circulatory system,Ischaemic heart diseases
N0000145980,33659008,Keloid scar,54.54545455,1,Certain infectious or parasitic diseases,Melioidosis
N0000145980,35852003,Ganglion of aponeurosis,61.53846154,13,Diseases of the digestive system,Necrosis of pulp
N0000145980,43363007,Posterior uveitis,100,X,Extension Codes,Posterior
N0000145980,48440001,Articular gout,78.26086957,2,Neoplasms,Neoplasms of uncertain behaviour of bone or articular cartilage
N0000145980,50043002,Disorder of respiratory system,100,X,Extension Codes,Respiratory system
N0000145980,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000145980,53891004,Lichen simplex chronicus,73.68421053,14,Diseases of the skin,Lichen simplex or lichenification
N0000145980,55342001,Neoplastic disease,100,3,Diseases of the blood or blood-forming organs,Anaemia in neoplastic disease
N0000145980,55464009,Systemic lupus erythematosus,100,4,Diseases of the immune system,Lupus erythematosus
N0000145980,56391002,Necrobiosis lipoidica diabeticorum,56.14035088,14,Diseases of the skin,Cutaneous flap necrosis
N0000145980,58437007,Tuberculosis of meninges,100,1,Certain infectious or parasitic diseases,Tuberculosis
N0000145980,61582004,Allergic rhinitis,100,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000145980,65508009,Granuloma annulare,75.67567568,1,Certain infectious or parasitic diseases,Granuloma inguinale
N0000145980,67801009,Tenosynovitis,59.25925926,10,Diseases of the ear or mastoid process,Otitis externa
N0000145980,68225006,Alopecia areata,69.56521739,14,Diseases of the skin,Hereditary alopecia or hypotrichosis
N0000145980,69896004,Rheumatoid arthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Rheumatoid arthritis
N0000145980,72284000,Transfusion reaction due to serum protein reaction,62.92134831,19,Certain conditions originating in the perinatal period,Polycythaemia neonatorum due to twin to twin transfusion
N0000145980,73583000,Epicondylitis,72,9,Diseases of the visual system,Episcleritis
N0000145980,95320005,Disorder of skin,100,21,"Symptoms, signs or clinical findings, not elsewhere classified",Chronic skin disorder of uncertain or unspecified nature
N0000145980,109297005,Acute bursitis,82.75862069,12,Diseases of the respiratory system,Acute sinusitis
N0000145980,118940003,Disorder of nervous system,93.87755102,8,Diseases of the nervous system,Autonomic nervous system disorder due to infection
N0000145980,119292006,Disorder of gastrointestinal tract,84.74576271,1,Certain infectious or parasitic diseases,Candidosis of gastrointestinal tract
N0000145980,128473001,Uveitis,100,9,Diseases of the visual system,Anterior uveitis
N0000145980,182782007,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000145980,192929006,Exacerbation of multiple sclerosis,100,8,Diseases of the nervous system,Multiple sclerosis
N0000145980,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000145980,200938002,Discoid lupus erythematosus,100,4,Diseases of the immune system,Lupus erythematosus
N0000145980,200965009,Plaque psoriasis,100,14,Diseases of the skin,Psoriasis
N0000145980,237785004,Hypoadrenalism,70.96774194,5,"Endocrine, nutritional or metabolic diseases",Hypoaldosteronism
N0000145980,240867002,Invasive trichinosis,71.42857143,1,Certain infectious or parasitic diseases,Invasive aspergillosis
N0000145980,362969004,Disorder of endocrine system,100,X,Extension Codes,Endocrine system
N0000145980,363179006,Inflammatory disorder of musculoskeletal system,100,X,Extension Codes,Musculoskeletal system
N0000145980,371409005,Disorder of eye region,75.55555556,9,Diseases of the visual system,Disorders of refraction
N0000145980,386584007,Adrenal cortical hypofunction,73.23943662,5,"Endocrine, nutritional or metabolic diseases",Postprocedural adrenocortical hypofunction
N0000145980,396275006,Osteoarthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Osteoarthritis
N0000145980,400130008,Temporal arteritis,66.66666667,4,Diseases of the immune system,Giant cell arteritis
N0000145980,416098002,Allergy to drug,63.63636364,14,Diseases of the skin,Stevens-Johnson syndrome and toxic epidermal necrolysis due to drug
N0000145980,431231008,Acute rhinosinusitis,85.71428571,12,Diseases of the respiratory system,Acute sinusitis
N0000145980,473011001,Allergic condition,71.11111111,14,Diseases of the skin,Allergic contact dermatitis
N0000145980,1071000119107,Oral lesion,70.58823529,2,Neoplasms,"Post-transplant lymphoproliferative disorder, early lesion"
N0000145989,16041008,Female hypogonadism syndrome,100,X,Extension Codes,Female
N0000145989,19155002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000145989,71315007,Dyspareunia,100,16,Diseases of the genitourinary system,Dyspareunia
N0000145989,87991007,Gender identity disorder,82.92682927,6,"Mental, behavioural or neurodevelopmental disorders",Dissociative identity disorder
N0000145989,102447009,Postmenopausal osteoporosis,67.85714286,15,Diseases of the musculoskeletal system or connective tissue,Postoophorectomy osteoporosis
N0000145989,110368006,Decreased estrogen level,72,21,"Symptoms, signs or clinical findings, not elsewhere classified",Decreased libido
N0000145989,170951000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000145989,254900004,Carcinoma of prostate,72.72727273,2,Neoplasms,Unspecified carcinoma of unspecified site
N0000145989,297147009,Atrophy of vagina,77.77777778,10,Diseases of the ear or mastoid process,Atrophy ear
N0000145994,4855003,Retinopathy due to diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000145994,40541001,Acute pulmonary edema,83.33333333,12,Diseases of the respiratory system,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"
N0000145994,123799005,Renovascular hypertension,77.41935484,13,Diseases of the digestive system,Portal hypertension
N0000145994,236503001,Acute scleroderma renal crisis,66.66666667,16,Diseases of the genitourinary system,Acute renal papillary necrosis
N0000145994,266261006,Raynaud's phenomenon,50,8,Diseases of the nervous system,Intracranial hypotension
N0000145994,401303003,Acute ST segment elevation myocardial infarction,100,11,Diseases of the circulatory system,Acute myocardial infarction
N0000145994,429589006,Left ventricular cardiac dysfunction,80,11,Diseases of the circulatory system,Left ventricular failure
N0000145994,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000145995,8009008,Nocturnal enuresis,100,6,"Mental, behavioural or neurodevelopmental disorders",Enuresis
N0000145995,15771004,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000145995,19943007,Cirrhosis of liver,100,13,Diseases of the digestive system,Certain specified fibrosis or cirrhosis of liver
N0000145995,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
