NDF-RT,SNOMED,CommonName,ICD11-Category
N0000147829,126926005,Neoplasm of breast,
N0000147829,127018007,Neoplasm of thyroid gland,
N0000147829,444231005,Thymoma,
N0000147835,38341003,Hypertensive disorder,
N0000147835,84114007,Heart failure,
N0000147835,85898001,Cardiomyopathy,
N0000147835,197679002,Glomerular disease,
N0000147835,236425005,INCOMPLETE,
N0000147835,266249003,Ventricular hypertrophy,
N0000147835,395704004,Left ventricular diastolic dysfunction,
N0000147835,416610007,Right ventricular diastolic dysfunction,
N0000147852,35489007,Depressive disorder,
N0000147852,72366004,Eating disorder,
N0000147852,195295006,Raynaud's disease,
N0000147852,197480006,Anxiety disorder,
N0000147869,38341003,Hypertensive disorder,
N0000147869,70995007,Pulmonary hypertension,
N0000147869,84114007,Heart failure,
N0000147869,85898001,Cardiomyopathy,
N0000147869,266249003,Ventricular hypertrophy,
N0000147871,126485001,Urticaria,
N0000147871,200936003,Lupus erythematosus,
N0000147875,35489007,Depressive disorder,
N0000147875,72366004,Eating disorder,
N0000147875,197480006,Anxiety disorder,
N0000147880,195967001,Asthma,
N0000147880,409622000,Respiratory failure,
N0000147886,38341003,Hypertensive disorder,
N0000147886,230690007,Cerebrovascular accident,
N0000147886,414024009,Disorder of coronary artery,
N0000147887,126838000,Neoplasm of colon,
N0000147887,126847008,Neoplasm of rectum,
N0000147889,76376003,Endometriosis of uterus,
N0000147889,126906006,Neoplasm of prostate,
N0000147892,13746004,Bipolar disorder,
N0000147898,50438001,Peripheral vertigo,
N0000147916,23615008,Spongiotic dermatitis,
N0000147916,24526004,Inflammatory bowel disease,
N0000147916,31541009,Sarcoidosis,
N0000147916,64226004,Colitis,
N0000147916,64766004,Ulcerative colitis,
N0000147916,65323003,Polymyalgia rheumatica,
N0000147916,89155008,Systemic sclerosis,
N0000147916,126926005,Neoplasm of breast,
N0000147916,128473001,Uveitis,
N0000147916,200936003,Lupus erythematosus,
N0000147916,201048007,Localized scleroderma,
N0000147920,60380001,Narcolepsy,
N0000147924,22298006,Myocardial infarction,
N0000147924,44808001,Conduction disorder of the heart,
N0000147924,85898001,Cardiomyopathy,
N0000147924,233985008,Abdominal aortic aneurysm,
N0000147924,395704004,Left ventricular diastolic dysfunction,
N0000147924,414024009,Disorder of coronary artery,
N0000147924,416610007,Right ventricular diastolic dysfunction,
N0000147931,12295008,Bronchiectasis,
N0000147931,36971009,Sinusitis,
N0000147931,421092003,Allergic disorder of respiratory system,
N0000147931,421871004,Atopic IgE-mediated allergic disorder,
N0000147931,426232007,Environmental allergy,
N0000147939,279333002,Pruritic disorder,
N0000147946,10743008,Irritable bowel syndrome,
N0000147946,37796009,Migraine,
N0000147946,41888000,Temporomandibular joint disorder,
N0000147946,72366004,Eating disorder,
N0000147946,359837005,Ulnar neuropathy,
N0000147955,417357006,Sickling disorder due to hemoglobin S,
N0000148001,34742003,Portal hypertension,
N0000148001,37796009,Migraine,
N0000148001,38341003,Hypertensive disorder,
N0000148001,44808001,Conduction disorder of the heart,
N0000148001,395704004,Left ventricular diastolic dysfunction,
N0000148001,416610007,Right ventricular diastolic dysfunction,
N0000148012,13200003,Peptic ulcer,
N0000148012,126485001,Urticaria,
N0000148012,235595009,Gastroesophageal reflux disease,
N0000148012,302914006,Barrett's esophagus,
N0000148024,126926005,Neoplasm of breast,
N0000148024,189336000,Carcinoma in situ of breast,
N0000148025,38341003,Hypertensive disorder,
N0000148025,266569009,Benign prostatic hyperplasia,
N0000148026,14140009,Hyperkalemia,
N0000148039,35489007,Depressive disorder,
N0000148039,193462001,Insomnia,
N0000148052,45170000,Encephalitis,
N0000148054,44808001,Conduction disorder of the heart,
N0000148054,266249003,Ventricular hypertrophy,
N0000148054,395704004,Left ventricular diastolic dysfunction,
N0000148054,414024009,Disorder of coronary artery,
N0000148054,416610007,Right ventricular diastolic dysfunction,
N0000148055,126926005,Neoplasm of breast,
N0000148056,444231005,Thymoma,
N0000148057,64779008,Blood coagulation disorder,
N0000148057,111293003,Venous thrombosis,
N0000148057,128053003,Deep venous thrombosis,
N0000148093,13645005,Chronic obstructive pulmonary disease,
N0000148093,32398004,Bronchitis,
N0000148093,36971009,Sinusitis,
N0000148116,195295006,Raynaud's disease,
N0000148118,266569009,Benign prostatic hyperplasia,
N0000148122,36971009,Sinusitis,
N0000148122,70076002,Rhinitis,
N0000148122,421092003,Allergic disorder of respiratory system,
N0000148122,421871004,Atopic IgE-mediated allergic disorder,
N0000148200,233985008,Abdominal aortic aneurysm,
N0000148200,237602007,Metabolic syndrome X,
N0000148200,370992007,Dyslipidemia,
N0000148200,414024009,Disorder of coronary artery,
N0000148244,92814006,"Chronic lymphoid leukemia, disease",
N0000148254,66931009,Hypercalcemia,
N0000148254,312894000,Osteopenia,
N0000148255,230690007,Cerebrovascular accident,
N0000148255,370992007,Dyslipidemia,
N0000148255,414024009,Disorder of coronary artery,
N0000148257,10743008,Irritable bowel syndrome,
N0000148257,35489007,Depressive disorder,
N0000148257,72366004,Eating disorder,
N0000148257,197480006,Anxiety disorder,
N0000148306,126485001,Urticaria,
N0000148306,421092003,Allergic disorder of respiratory system,
N0000148306,421871004,Atopic IgE-mediated allergic disorder,
N0000148306,426232007,Environmental allergy,
N0000148314,126906006,Neoplasm of prostate,
N0000148314,126926005,Neoplasm of breast,
N0000148333,38341003,Hypertensive disorder,
N0000148333,195295006,Raynaud's disease,
N0000148333,236425005,INCOMPLETE,
N0000148333,266249003,Ventricular hypertrophy,
N0000148333,414024009,Disorder of coronary artery,
N0000148335,10743008,Irritable bowel syndrome,
N0000148335,35489007,Depressive disorder,
N0000148335,197480006,Anxiety disorder,
N0000148336,38341003,Hypertensive disorder,
N0000148336,84114007,Heart failure,
N0000148336,85898001,Cardiomyopathy,
N0000148336,236425005,INCOMPLETE,
N0000148336,266249003,Ventricular hypertrophy,
N0000148336,395704004,Left ventricular diastolic dysfunction,
N0000148336,416610007,Right ventricular diastolic dysfunction,
N0000148343,22298006,Myocardial infarction,
N0000148343,44808001,Conduction disorder of the heart,
N0000148343,59282003,Pulmonary embolism,
N0000148343,111293003,Venous thrombosis,
N0000148345,23056005,Sciatica,
N0000148345,31681005,Trigeminal neuralgia,
N0000148345,37796009,Migraine,
N0000148345,128613002,Seizure disorder,
N0000148345,279333002,Pruritic disorder,
N0000148345,359837005,Ulnar neuropathy,
N0000148350,13746004,Bipolar disorder,
N0000148359,38341003,Hypertensive disorder,
N0000148359,84114007,Heart failure,
N0000148359,85898001,Cardiomyopathy,
N0000148359,236425005,INCOMPLETE,
N0000148369,86406008,Human immunodeficiency virus infection,
N0000148384,13645005,Chronic obstructive pulmonary disease,
N0000148384,24526004,Inflammatory bowel disease,
N0000148384,36971009,Sinusitis,
N0000148384,421092003,Allergic disorder of respiratory system,
N0000148390,13746004,Bipolar disorder,
N0000148390,31681005,Trigeminal neuralgia,
N0000148390,128613002,Seizure disorder,
N0000148401,38341003,Hypertensive disorder,
N0000148401,84114007,Heart failure,
N0000148401,230690007,Cerebrovascular accident,
N0000148401,236425005,INCOMPLETE,
N0000148401,266249003,Ventricular hypertrophy,
N0000148401,395704004,Left ventricular diastolic dysfunction,
N0000148401,416610007,Right ventricular diastolic dysfunction,
N0000148406,9014002,Psoriasis,
N0000148407,13200003,Peptic ulcer,
N0000148407,235595009,Gastroesophageal reflux disease,
N0000148407,302914006,Barrett's esophagus,
N0000148414,64859006,Osteoporosis,
N0000148414,66999008,Hyperparathyroidism,
N0000148414,312894000,Osteopenia,
N0000148418,66071002,Type B viral hepatitis,
N0000148427,126926005,Neoplasm of breast,
N0000148428,126906006,Neoplasm of prostate,
N0000148436,86406008,Human immunodeficiency virus infection,
N0000148441,126906006,Neoplasm of prostate,
N0000148441,126926005,Neoplasm of breast,
N0000148449,197480006,Anxiety disorder,
N0000148456,22298006,Myocardial infarction,
N0000148456,38341003,Hypertensive disorder,
N0000148456,84114007,Heart failure,
N0000148456,236425005,INCOMPLETE,
N0000148456,266249003,Ventricular hypertrophy,
N0000148456,395704004,Left ventricular diastolic dysfunction,
N0000148456,414024009,Disorder of coronary artery,
N0000148456,416610007,Right ventricular diastolic dysfunction,
N0000148461,86406008,Human immunodeficiency virus infection,
N0000148465,72366004,Eating disorder,
N0000148505,38341003,Hypertensive disorder,
N0000148505,84114007,Heart failure,
N0000148505,85898001,Cardiomyopathy,
N0000148505,395704004,Left ventricular diastolic dysfunction,
N0000148505,414024009,Disorder of coronary artery,
N0000148505,416610007,Right ventricular diastolic dysfunction,
N0000148513,76376003,Endometriosis of uterus,
N0000148513,126926005,Neoplasm of breast,
N0000148514,37796009,Migraine,
N0000148533,84114007,Heart failure,
N0000148533,266249003,Ventricular hypertrophy,
N0000148533,395704004,Left ventricular diastolic dysfunction,
N0000148533,416610007,Right ventricular diastolic dysfunction,
N0000148554,55822004,Hyperlipidemia,
N0000148554,370992007,Dyslipidemia,
N0000148555,126838000,Neoplasm of colon,
N0000148555,126847008,Neoplasm of rectum,
N0000148555,126926005,Neoplasm of breast,
N0000148560,200936003,Lupus erythematosus,
N0000148573,73211009,Diabetes mellitus,
N0000148580,9014002,Psoriasis,
N0000148580,24526004,Inflammatory bowel disease,
N0000148580,31541009,Sarcoidosis,
N0000148580,64226004,Colitis,
N0000148580,65323003,Polymyalgia rheumatica,
N0000148580,69741000,Hidradenitis,
N0000148580,84172003,Spondylitis,
N0000148580,201048007,Localized scleroderma,
N0000148583,72366004,Eating disorder,
N0000148583,197480006,Anxiety disorder,
N0000148586,9014002,Psoriasis,
N0000148586,31541009,Sarcoidosis,
N0000148586,200936003,Lupus erythematosus,
N0000148590,9014002,Psoriasis,
N0000148590,69896004,Rheumatoid arthritis,
N0000148596,41888000,Temporomandibular joint disorder,
N0000148596,363059001,Degenerative disorder of musculoskeletal system,
N0000148596,371082009,Arthritis of spine,
N0000148596,399269003,Arthropathy,
N0000148599,38341003,Hypertensive disorder,
N0000148599,236425005,INCOMPLETE,
N0000148599,266249003,Ventricular hypertrophy,
N0000148603,22298006,Myocardial infarction,
N0000148603,38341003,Hypertensive disorder,
N0000148603,236425005,INCOMPLETE,
N0000148603,266249003,Ventricular hypertrophy,
N0000148603,395704004,Left ventricular diastolic dysfunction,
N0000148603,414024009,Disorder of coronary artery,
N0000148603,416610007,Right ventricular diastolic dysfunction,
N0000148613,73211009,Diabetes mellitus,
N0000148613,237602007,Metabolic syndrome X,
N0000148616,73211009,Diabetes mellitus,
N0000148623,13200003,Peptic ulcer,
N0000148623,302914006,Barrett's esophagus,
N0000148627,38341003,Hypertensive disorder,
N0000148627,84114007,Heart failure,
N0000148627,85898001,Cardiomyopathy,
N0000148627,266249003,Ventricular hypertrophy,
N0000148627,395704004,Left ventricular diastolic dysfunction,
N0000148627,414024009,Disorder of coronary artery,
N0000148627,416610007,Right ventricular diastolic dysfunction,
N0000148637,126926005,Neoplasm of breast,
N0000148638,126926005,Neoplasm of breast,
N0000148644,128613002,Seizure disorder,
N0000148649,363059001,Degenerative disorder of musculoskeletal system,
N0000148649,371082009,Arthritis of spine,
N0000148649,399269003,Arthropathy,
N0000148654,13200003,Peptic ulcer,
N0000148654,235595009,Gastroesophageal reflux disease,
N0000148654,302914006,Barrett's esophagus,
N0000148700,13200003,Peptic ulcer,
N0000148700,235595009,Gastroesophageal reflux disease,
N0000148700,302914006,Barrett's esophagus,
N0000148706,12295008,Bronchiectasis,
N0000148706,13645005,Chronic obstructive pulmonary disease,
N0000148706,195967001,Asthma,
N0000148706,409622000,Respiratory failure,
N0000148713,64859006,Osteoporosis,
N0000148713,66931009,Hypercalcemia,
N0000148716,86406008,Human immunodeficiency virus infection,
N0000148729,126485001,Urticaria,
N0000148729,421092003,Allergic disorder of respiratory system,
N0000148729,421871004,Atopic IgE-mediated allergic disorder,
N0000148729,426232007,Environmental allergy,
N0000148774,126838000,Neoplasm of colon,
N0000148774,126847008,Neoplasm of rectum,
N0000178330,50711007,Viral hepatitis C,
N0000148785,55822004,Hyperlipidemia,
N0000148785,370992007,Dyslipidemia,
N0000148786,13746004,Bipolar disorder,
N0000148786,35489007,Depressive disorder,
N0000148789,9014002,Psoriasis,
N0000148789,24526004,Inflammatory bowel disease,
N0000148789,31541009,Sarcoidosis,
N0000148789,69741000,Hidradenitis,
N0000148789,84172003,Spondylitis,
N0000148789,128473001,Uveitis,
N0000148790,266569009,Benign prostatic hyperplasia,
N0000148813,86406008,Human immunodeficiency virus infection,
N0000148821,230690007,Cerebrovascular accident,
N0000148821,233985008,Abdominal aortic aneurysm,
N0000148821,370992007,Dyslipidemia,
N0000148821,414024009,Disorder of coronary artery,
N0000148829,70995007,Pulmonary hypertension,
N0000148829,397803000,INCOMPLETE,
N0000148830,12295008,Bronchiectasis,
N0000148830,13645005,Chronic obstructive pulmonary disease,
N0000148831,444231005,Thymoma,
N0000148833,126838000,Neoplasm of colon,
N0000148833,126847008,Neoplasm of rectum,
N0000148845,126838000,Neoplasm of colon,
N0000148845,126847008,Neoplasm of rectum,
N0000148845,126880001,Neoplasm of kidney,
N0000148845,126926005,Neoplasm of breast,
N0000148845,267718000,Age related macular degeneration,
N0000148860,35489007,Depressive disorder,
N0000148860,197480006,Anxiety disorder,
N0000148860,363059001,Degenerative disorder of musculoskeletal system,
N0000148870,24526004,Inflammatory bowel disease,
N0000171744,126880001,Neoplasm of kidney,
N0000171744,127018007,Neoplasm of thyroid gland,
N0000176131,38341003,Hypertensive disorder,
N0000176131,395704004,Left ventricular diastolic dysfunction,
N0000176131,416610007,Right ventricular diastolic dysfunction,
N0000147099,4386001,Bronchospasm,
N0000147099,12295008,Bronchiectasis,
N0000147099,13645005,Chronic obstructive pulmonary disease,
N0000147099,14140009,Hyperkalemia,
N0000147099,31387002,Exercise-induced asthma,
N0000147099,46775006,Respiratory distress syndrome in the newborn,
N0000147099,49727002,Cough,
N0000147099,55735004,Respiratory syncytial virus infection,
N0000147099,87433001,Pulmonary emphysema,
N0000147099,195967001,Asthma,
N0000147099,409622000,Respiratory failure,
N0000148062,60380001,Narcolepsy,
N0000148062,406506008,Attention deficit hyperactivity disorder,
N0000021960,4386001,Bronchospasm,
N0000021960,57607007,Occupational asthma,
N0000021960,190905008,Cystic fibrosis,
N0000021960,195967001,Asthma,
N0000021960,233707008,High altitude pulmonary edema,
N0000021960,13645005,Chronic obstructive pulmonary disease,
N0000148372,4776004,Lichen planus,
N0000148372,9014002,Psoriasis,
N0000148372,23615008,Spongiotic dermatitis,
N0000148372,24079001,Atopic dermatitis,
N0000148372,69896004,Rheumatoid arthritis,
N0000148372,233933006,Cardiac transplant rejection,
N0000148372,234646005,Graft versus host disease,
N0000148372,235911006,Liver transplant rejection,
N0000148372,236570004,Renal transplant rejection,
N0000148372,312603000,Lung transplant rejection,
N0000148372,431505005,Rejection of intestine transplant,
N0000148372,431506006,Rejection of pancreas transplant,
N0000148372,34000006,Crohn's disease,
N0000148372,52254009,Nephrotic syndrome,
N0000148372,95742008,Corneal graft rejection,
N0000022135,86406008,Human immunodeficiency virus infection,
N0000022135,40780007,Human immunodeficiency virus I infection,
N0000182738,128302006,Chronic hepatitis C,
N0000182738,442374005,Hepatitis B and hepatitis C,
N0000182738,50711007,Viral hepatitis C,
N0000146778,202761002,Degenerative cervical spinal stenosis,
N0000146778,202788007,Degenerative lumbar spinal stenosis,
N0000146778,202783003,Degenerative thoracic spinal stenosis,
N0000146778,202762009,Iatrogenic cervical spinal stenosis,
N0000146778,202789004,Iatrogenic lumbar spinal stenosis,
N0000146778,202785005,Iatrogenic thoracic spinal stenosis,
N0000146778,202760001,Idiopathic cervical spinal stenosis,
N0000146778,202787002,Idiopathic lumbar spinal stenosis,
N0000146778,202782008,Idiopathic thoracic spinal stenosis,
N0000146778,370471003,Spinal stenosis of lumbosacral region,
N0000146778,76107001,Spinal stenosis,
N0000146778,83561009,Spinal stenosis in cervical region,
N0000146778,18347007,Spinal stenosis of lumbar region,
N0000146778,41341006,Spinal stenosis of thoracic region,
N0000146778,73422005,INCOMPLETE,
N0000146778,267980005,"Spinal stenosis, excluding cervical region",
N0000146778,427923007,Stenosis of lateral recess of lumbar spine,
N0000146778,445100000,Stenosis of spinal canal at craniovertebral junction,
N0000146778,203711003,Stenosis of spinal canal due to bone,
N0000146778,203712005,Stenosis of spinal canal due to connective tissue,
N0000146778,203713000,Stenosis of spinal canal due to intervertebral disc,
N0000146778,203710002,Stenosis of spinal canal due to subluxation,
N0000146778,928000,Disorder of musculoskeletal system,
N0000146778,279069000,Musculoskeletal pain,
N0000148658,87715008,Xerostomia,
N0000147767,61462000,Malaria,
N0000147767,240661004,Non-intestinal amebic infection,
N0000147767,61860000,Porphyria cutanea tarda,
N0000146198,73211009,Diabetes mellitus,
N0000146198,70694009,Wolfram syndrome,
N0000146198,426705001,Diabetes mellitus associated with cystic fibrosis,
N0000146198,59079001,Diabetes mellitus associated with hormonal etiology,
N0000146198,51002006,Diabetes mellitus associated with pancreatic disease,
N0000146198,42954008,Diabetes mellitus associated with receptor abnormality,
N0000146198,427089005,Diabetes mellitus due to cystic fibrosis,
N0000146198,408540003,Diabetes mellitus induced by non-steroid drugs,
N0000146198,413183008,INCOMPLETE,
N0000146198,111552007,Diabetes mellitus without complication,
N0000146198,5368009,Drug-induced diabetes mellitus,
N0000146198,237604008,"Maturity onset diabetes of the young, type 2",
N0000146198,441628001,INCOMPLETE,
N0000146198,422228004,INCOMPLETE,
N0000146198,445260006,Posttransplant diabetes mellitus,
N0000146198,199230006,Pre-existing type 2 diabetes mellitus,
N0000146198,8801005,Secondary diabetes mellitus,
N0000146198,237601000,Secondary endocrine diabetes mellitus,
N0000146198,190447002,Steroid-induced diabetes,
N0000146198,190416008,INCOMPLETE,
N0000146198,44054006,Type 2 diabetes mellitus,
N0000146198,359642000,Type 2 diabetes mellitus in nonobese,
N0000146198,81531005,Type 2 diabetes mellitus in obese,
N0000146198,9859006,Acanthosis nigricans due to type 2 diabetes mellitus,
N0000146198,314903002,Arthropathy due to type 2 diabetes mellitus,
N0000146198,190390000,INCOMPLETE,
N0000146198,314904008,INCOMPLETE,
N0000146198,314902007,Type 2 diabetes mellitus with peripheral angiopathy,
N0000146198,190389009,Type 2 diabetes mellitus with ulcer,
N0000146198,313436004,Type 2 diabetes mellitus without complication,
N0000146198,45369008,Vasopressin deficiency,
N0000176077,313307000,Epileptic seizure,
N0000176077,191480000,Alcohol withdrawal,
N0000176077,84757009,Epilepsy,
N0000176077,197480006,Anxiety disorder,
N0000187069,372244006,Malignant melanoma,
N0000187069,443493003,Metastatic malignant melanoma,
N0000147467,11381005,Acne,
N0000147467,238752009,Acne agminata,
N0000147467,77816008,Acne detergicans,
N0000147467,403350000,Acne fulminans with erythema nodosum,
N0000147467,403359004,Acne nodule,
N0000147467,88616000,Acne vulgaris,
N0000147467,404170009,Bullous cutaneous mastocytosis,
N0000147467,238744006,Comedonal acne,
N0000147467,247467008,Comedone,
N0000147467,403510002,Lupus erythematosus-associated urticarial vasculitis,
N0000147467,271763005,Open comedone,
N0000147467,403355005,Polyporous comedone,
N0000147467,403347003,Superficial acne vulgaris,
N0000147467,403348008,Superficial inflammatory acne vulgaris,
N0000147467,403349000,Superficial mixed comedonal and inflammatory acne vulgaris,
N0000147467,111196000,Dermatitis herpetiformis,
N0000147467,81004002,Leprosy,
N0000147467,240637006,Cutaneous leishmaniasis,
N0000147467,58872001,Erythema elevatum diutinum,
N0000147467,415125002,Pneumocystosis pneumonia,
N0000147467,4776004,Lichen planus,
N0000147467,61462000,Malaria,
N0000147467,86142006,Pemphigoid,
N0000147467,65172003,Pemphigus,
N0000147467,40119006,Poisoning due to bite of brown recluse spider,
N0000147467,302873008,Thrombocytopenic purpura,
N0000147467,427617000,Aphthous ulceration of skin and/or mucous membrane,
N0000147467,239889005,Bullous systemic lupus erythematosus,
N0000147467,32273002,INCOMPLETE,
N0000147467,187192000,Toxoplasmosis,
N0000178337,302914006,Barrett's esophagus,
N0000178337,235597001,Barrett's esophagus with esophagitis,
N0000178337,196609006,Barrett's ulcer of esophagus,
N0000178337,245754007,Gastro-esophageal reflux disease with ulceration,
N0000178337,6129004,INCOMPLETE,
N0000178337,40719004,Erosive esophagitis,
N0000178337,235595009,Gastroesophageal reflux disease,
N0000146393,49727002,Cough,
N0000147828,83458005,Agitated depression,
N0000147828,34938008,Anxiety disorder caused by alcohol,
N0000147828,191659001,Atypical depressive disorder,
N0000147828,192080009,Chronic depression,
N0000147828,302162004,Chronic idiopathic urticaria,
N0000147828,14183003,"Chronic major depressive disorder, single episode",
N0000147828,238587006,Chronic prurigo,
N0000147828,2618002,Chronic recurrent major depressive disorder,
N0000147828,51611005,Chronic urticaria,
N0000147828,248258007,Circumstances interfere with sleep,
N0000147828,443919007,Complex posttraumatic stress disorder,
N0000147828,231542000,Depressive conduct disorder,
N0000147828,35489007,Depressive disorder,
N0000147828,78667006,Dysthymia,
N0000147828,2506003,Early onset dysthymia,
N0000147828,300706003,Endogenous depression,
N0000147828,274948002,Endogenous depression - recurrent,
N0000147828,231499006,Endogenous depression first episode,
N0000147828,402381001,Episodic idiopathic urticaria,
N0000147828,302163009,Idiopathic micropapular urticaria,
N0000147828,42265009,Idiopathic urticaria,
N0000147828,81608000,Insomnia disorder related to known organic factor,
N0000147828,321717001,Involutional depression,
N0000147828,162204000,Late insomnia,
N0000147828,19694002,Late onset dysthymia,
N0000147828,63412003,Major depression in full remission,
N0000147828,30605009,Major depression in partial remission,
N0000147828,42810003,Major depression in remission,
N0000147828,70747007,"Major depression single episode, in partial remission",
N0000147828,320751009,"Major depression, melancholic type",
N0000147828,36923009,"Major depression, single episode",
N0000147828,19527009,Single episode of major depression in full remission,
N0000147828,370143000,Major depressive disorder,
N0000147828,42925002,"Major depressive disorder, single episode with atypical features",
N0000147828,69392006,"Major depressive disorder, single episode with catatonic features",
N0000147828,63778009,"Major depressive disorder, single episode with melancholic features",
N0000147828,231500002,Masked depression,
N0000147828,84788008,Menopausal depression,
N0000147828,310495003,Mild depression,
N0000147828,87512008,Mild major depression,
N0000147828,79298009,"Mild major depression, single episode",
N0000147828,40379007,Mild recurrent major depression,
N0000147828,231504006,Mixed anxiety and depressive disorder,
N0000147828,54230003,Mixed insomnia,
N0000147828,310496002,Moderate depression,
N0000147828,832007,Moderate major depression,
N0000147828,15639000,"Moderate major depression, single episode",
N0000147828,18818009,Moderate recurrent major depression,
N0000147828,248256006,Not getting enough sleep,
N0000147828,191997003,Persistent insomnia,
N0000147828,82218004,Postoperative depression,
N0000147828,192079006,Postviral depression,
N0000147828,83176005,Primary dysthymia,
N0000147828,38451003,Primary dysthymia early onset,
N0000147828,67711008,Primary dysthymia late onset,
N0000147828,3972004,Primary insomnia,
N0000147828,201017004,Prurigo mitis,
N0000147828,55608001,Prurigo simplex,
N0000147828,64144002,Pruritic rash,
N0000147828,90446007,Pruritus ani,
N0000147828,403575000,Pruritus due to systemic disorder,
N0000147828,279333002,Pruritic disorder,
N0000147828,40568001,Recurrent brief depressive disorder,
N0000147828,191616006,Recurrent depression,
N0000147828,66344007,Recurrent major depression,
N0000147828,46244001,Recurrent major depression in full remission,
N0000147828,33135002,Recurrent major depression in partial remission,
N0000147828,68019004,Recurrent major depression in remission,
N0000147828,38694004,Recurrent major depressive disorder with atypical features,
N0000147828,39809009,Recurrent major depressive disorder with catatonic features,
N0000147828,319768000,Recurrent major depressive disorder with melancholic features,
N0000147828,268621008,Recurrent major depressive episodes,
N0000147828,191615005,INCOMPLETE,
N0000147828,191610000,"Recurrent major depressive episodes, mild",
N0000147828,191611001,"Recurrent major depressive episodes, moderate",
N0000147828,191613003,"Recurrent major depressive episodes, severe, with psychosis",
N0000147828,310497006,Severe depression,
N0000147828,73867007,Severe major depression with psychotic features,
N0000147828,33736005,"Severe major depression with psychotic features, mood-congruent",
N0000147828,60099002,"Severe major depression with psychotic features, mood-incongruent",
N0000147828,75084000,Severe major depression without psychotic features,
N0000147828,430852001,"Severe major depression, single episode, with psychotic features",
N0000147828,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent",
N0000147828,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent",
N0000147828,76441001,"Severe major depression, single episode, without psychotic features",
N0000147828,281000119103,Severe recurrent major depression,
N0000147828,28475009,Severe recurrent major depression with psychotic features,
N0000147828,33078009,"Severe recurrent major depression with psychotic features, mood-congruent",
N0000147828,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent",
N0000147828,36474008,Severe recurrent major depression without psychotic features,
N0000147828,268620009,INCOMPLETE,
N0000147828,191606003,INCOMPLETE,
N0000147828,191601008,INCOMPLETE,
N0000147828,191602001,INCOMPLETE,
N0000147828,191604000,"Single major depressive episode, severe, with psychosis",
N0000147828,248259004,Symptoms interfere with sleep,
N0000147828,67062000,Terminal insomnia,
N0000147828,126485001,Urticaria,
N0000147828,193462001,Insomnia,
N0000177933,127034005,Pancytopenia,
N0000177933,306058006,Aplastic anemia,
N0000177933,87902006,Thrombocytopenia due to non-immune destruction,
N0000177933,32273002,INCOMPLETE,
N0000177933,78345002,Thrombocytopenia due to diminished platelet production,
N0000147399,396275006,Osteoarthritis,
N0000147399,69896004,Rheumatoid arthritis,
N0000147399,9631008,Ankylosing spondylitis,
N0000147399,301361000,INCOMPLETE,
N0000147399,266599000,Dysmenorrhea,
N0000147399,213299007,Postoperative pain,
N0000147399,45177002,Swelling of structure of eye,
N0000148691,1581000119101,Dementia of the Alzheimer type with behavioral disturbance,
N0000148691,52448006,Dementia,
N0000148691,80098002,Diffuse Lewy body disease,
N0000182968,68328006,Centriacinar emphysema,
N0000182968,195957006,Chronic bullous emphysema,
N0000182968,13645005,Chronic obstructive pulmonary disease,
N0000182968,196001008,Chronic obstructive pulmonary disease with acute lower respiratory infection,
N0000182968,135836000,End stage chronic obstructive pulmonary disease,
N0000182968,313296004,Mild chronic obstructive pulmonary disease,
N0000182968,313297008,Moderate chronic obstructive pulmonary disease,
N0000182968,4981000,Panacinar emphysema,
N0000182968,31898008,Paraseptal emphysema,
N0000182968,87433001,Pulmonary emphysema,
N0000182968,313299006,Severe chronic obstructive pulmonary disease,
N0000185033,190905008,Cystic fibrosis,
N0000186142,398036000,Familial hypercholesterolemia,
N0000146586,125666000,Burn,
N0000147923,245754007,Gastro-esophageal reflux disease with ulceration,
N0000147923,235595009,Gastroesophageal reflux disease,
N0000147923,371101003,Gastroesophageal reflux disease with apnea,
N0000147923,371132002,Hiatal hernia with gastroesophageal reflux,
N0000147923,266435005,Gastroesophageal reflux disease without esophagitis,
N0000147923,236084000,INCOMPLETE,
N0000147923,34140002,INCOMPLETE,
N0000147923,1488000,Postoperative nausea and vomiting,
N0000147923,65749006,"Gastroesophageal reflux study, radiographic",
N0000147923,199004,Decreased lactation,
N0000147923,75994008,Nondiabetic gastroparesis,
N0000147923,90325002,Vomiting of pregnancy,
N0000147923,235677003,Bezoar,
N0000147923,235675006,Gastroparesis syndrome,
N0000147923,65958008,Hiccoughs,
N0000147923,91173007,Nausea and vomiting caused by radiation,
N0000186782,398036000,Familial hypercholesterolemia,
N0000186782,13644009,Hypercholesterolemia,
N0000148602,230493001,Mixed sleep apnea,
N0000148602,60380001,Narcolepsy,
N0000148602,78275009,Obstructive sleep apnea syndrome,
N0000148602,73430006,Sleep apnea,
N0000148602,79280005,Hypersomnia with sleep apnea,
N0000148602,230490003,Excessive day and night-time sleepiness,
N0000148602,406506008,Attention deficit hyperactivity disorder,
N0000148602,24700007,Multiple sclerosis,
N0000148602,84229001,Fatigue,
N0000148832,233933006,Cardiac transplant rejection,
N0000148832,235911006,Liver transplant rejection,
N0000148832,236570004,Renal transplant rejection,
N0000148832,234646005,Graft versus host disease,
N0000148832,68815009,SLE glomerulonephritis syndrome,
