Gene_Claim_Name	Importance_Score	NCBI_Gene_ID
PCGF2	0.000033	7703
JPH2	0.000033	57158
S100A3	0.000033	6274
PFKFB3	0.000033	5209
ARF5	0.000033	381
ST8SIA5	0.000033	29906
KLHDC4	0.000033	54758
ST3GAL1	0.000033	6482
MRPS11	0.000033	64963
KRI1	0.000033	65095
ATG16L1	0.000033	55054
MAD2L1	0.000033	4085
PSMA6	0.000033	5687
RET	0.000033	5979
RET	0.000033	
IGHV3-48	0.000033	28424
MRPL21	0.000033	219927
MRPL21	0.000033	
BRAF	0.000033	673
BRAF	0.000033	
BRAF	0.000033	
NUDT7	0.000033	283927
NUDT7	0.000033	
NUDT7	0.000033	
NUDT7	0.000033	
IRF4	0.000033	3662
IRF4	0.000033	
YARS2	0.000033	51067
YARS2	0.000033	
MFAP1	0.000033	4236
HMGB3	0.000032	3149
SMOC2	0.000032	64094
ITGA11	0.000032	22801
ITGA11	0.000032	
ITGA11	0.000032	
ITGA11	0.000032	
ITGA11	0.000032	
CD40LG	0.000032	959
RFX1	0.000032	5989
RFX1	0.000032	
SRC	0.000032	6714
CLPSL2	0.000032	389383
CBLB	0.000032	868
SMG1	0.000032	23049
LYPD3	0.000032	27076
S100A1	0.000032	6271
MIR219A2	0.000032	407003
TAAR5	0.000032	9038
CYP3A4	0.000032	1576
CYP1A2	0.000032	1544
CYP2D6	0.000032	1565
PDC	0.000032	5132
ZNF133	0.000032	7692
GNMT	0.000032	27232
DGCR5	0.000032	26220
DGCR5	0.000032	
DCAF1	0.000032	9730
TSR1	0.000032	55720
TSR1	0.000032	
TSR1	0.000032	
TSR1	0.000032	
TSR1	0.000032	
ESRP1	0.000032	54845
MED30	0.000032	90390
PARVG	0.000032	64098
GLYR1	0.000032	84656
GLYR1	0.000032	
DUSP23	0.000032	54935
KCNMB4	0.000032	27345
BCL11B	0.000032	64919
CAPG	0.000032	822
WAS	0.000032	7454
PSMB1	0.000032	5689
DRD2	0.000032	1813
UTP18	0.000032	51096
ZC3H6	0.000032	376940
RPL29P31	0.000032	284064
CA9	0.000032	768
MAPK14	0.000032	1432
CENPBD1P	0.000032	92806
CENPBD1P	0.000032	
TP53	0.000032	7157
MYC	0.000032	4609
OR6Q1	0.000032	219952
SERPINA3	0.000032	12
AMD1	0.000032	262
SMTNL1	0.000032	219537
MTOR	0.000032	2475
HTR2A	0.000032	3356
HTR2C	0.000032	3358
ZNF85	0.000032	7639
DET1	0.000032	55070
CYP2C9	0.000032	1559
ABCD1	0.000032	215
PPAN-P2RY11	0.000032	692312
PPP2R2A	0.000032	5520
CXCR1	0.000032	3577
PIK3CG	0.000032	5294
RFC5	0.000032	5985
RFC5	0.000032	
RFC5	0.000031	
RFC5	0.000031	
TNF	0.000031	7124
SLC4A7	0.000031	9497
SLC4A7	0.000031	
SIGLEC15	0.000031	284266
SIRPG	0.000031	55423
GPR18	0.000031	2841
GPR18	0.000031	
HSPB1	0.000031	3315
XBP1	0.000031	7494
KCNQ3	0.000031	3786
CYP1A1	0.000031	1543
SH2B1	0.000031	25970
VSTM5	0.000031	387804
VSTM5	0.000031	
VSTM5	0.000031	
CREB1	0.000031	1385
ANXA2P2	0.000031	304
EFCAB12	0.000031	90288
RABEP1	0.000031	9135
CYP2C19	0.000031	1557
MTHFR	0.000031	4524
A1BG	0.000031	1
MAGED4B	0.000031	81557
NATP	0.000031	11
SRPK2	0.000031	6733
SRPK2	0.000031	
OR5M11	0.000031	219487
RAVER2	0.000031	55225
YAE1	0.000031	57002
BDNF	0.000031	627
BDNF	0.000031	
INHBC	0.000031	3626
BCL2	0.000031	596
DEFB114	0.000031	245928
C4BPA	0.000031	722
A2M	0.000031	2
RGS4	0.000031	5999
OACYLP	0.000031	390858
ZBTB17	0.000031	7709
HTR7	0.000031	3363
DRD4	0.000031	1815
EPM2A	0.000031	7957
LYN	0.000031	4067
A2MP1	0.000031	3
KBTBD6	0.000031	89890
PRKAA2	0.000031	5563
KMT2A	0.000031	4297
NPVF	0.000031	64111
GRIN2B	0.000031	2904
FAS	0.000031	355
IL9	0.000031	3578
ABL1	0.000031	25
NTRK2	0.000031	4915
KIF15	0.000031	56992
HLA-C	0.000031	3107
LEP	0.000031	3952
ALDH1A1	0.000031	216
CCDC126	0.000031	90693
SPDYE10	0.000031	643862
ABCG2	0.000031	9429
IL1B	0.000031	3553
IVL	0.000031	3713
SFTPD	0.000031	6441
SLC1A1	0.000031	6505
DRD1	0.000031	1812
HRH1	0.000031	3269
NTS	0.000031	4922
MC4R	0.000031	4160
HTR1A	0.000031	3350
UGT1A1	0.000031	54658
SCN5A	0.000031	6331
EIF2AK4	0.000031	440275
EIF2AK4	0.000031	
DRD3	0.000031	1814
UGT1A3	0.000031	54659
UGT1A5	0.000031	54579
MIR1264	0.000031	100302251
MIR1912	0.000031	100302144
GMCL2	0.000031	64396
SWT1	0.000031	54823
HDAC1	0.000031	3065
MATR3	0.000031	9782
TNFRSF1B	0.000031	7133
HLA-DRB1	0.000031	3123
ADCY1	0.000031	107
ADCY1	0.000031	
ATP6V0A1	0.000031	535
IL2	0.000031	3558
AR	0.000031	367
HLA-B	0.000031	3106
PRKAB2	0.000031	5565
MFAP3	0.000031	4238
PRL	0.000031	5617
FASN	0.000031	2194
CCL2	0.000031	6347
PSMD14	0.000031	10213
HLA-DQB1	0.000031	3119
HLA-DQB1	0.000031	
IL1A	0.000031	3552
FKBP5	0.000031	2289
ABCB1	0.000031	5243
UCK2	0.000031	7371
ALCAM	0.000031	214
NFIB	0.000031	4781
HSPA4	0.000031	3308
PDZD2	0.000031	23037
COL1A1	0.000031	1277
ALDH2	0.000031	217
CAMK2G	0.000031	818
IDH1	0.000031	3417
POU5F1	0.000031	5460
ATM	0.000031	472
CHRM1	0.000031	1128
CYP2E1	0.000031	1571
CCKBR	0.000031	887
PRKCE	0.000031	5581
GINS3	0.000031	64785
GGT1	0.000030	2678
THPO	0.000030	7066
CBX1	0.000030	10951
CYP27C1	0.000030	339761
GCG	0.000030	2641
SST	0.000030	6750
TBC1D1	0.000030	23216
ADRA1A	0.000030	148
UGT1A10	0.000030	54575
NCF1C	0.000030	654817
ALDH3A1	0.000030	218
CYP2A6	0.000030	1548
GNB3	0.000030	2784
GNB3	0.000030	
KCNH2	0.000030	3757
SCN8A	0.000030	6334
SCN3A	0.000030	6328
FAAH	0.000030	2166
GLP1R	0.000030	2740
AOC1	0.000030	26
NR1I2	0.000030	8856
SCN2A	0.000030	6326
SCN9A	0.000030	6335
ABCB7	0.000030	22
SCN1A	0.000030	6323
UGT1A6	0.000030	54578
HTR1B	0.000030	3351
CCNT1	0.000030	904
SCN7A	0.000030	6332
UGT1A4	0.000030	54657
HTR3A	0.000030	3359
SCN11A	0.000030	11280
UGT1A9	0.000030	54600
ABCF1	0.000030	23
HTR1D	0.000030	3352
HTR1D	0.000030	
UGT2B10	0.000030	7365
ABCA4	0.000030	24
SCN4A	0.000030	6329
SCN10A	0.000030	6336
NAT2	0.000030	10
UGT1A7	0.000030	54577
CYP3A43	0.000030	64816
UGT1A8	0.000030	54576
PSORS1C3	0.000030	100130889
CYCSP5	0.000030	360158
CYCSP5	0.000030	
ADCY2	0.000030	108
HDAC2	0.000030	3066
CFLAR	0.000030	8837
UBE2N	0.000030	7334
NTF3	0.000030	4908
NFE2L2	0.000030	4780
JUND	0.000030	3727
SOD2	0.000030	6648
HSPA1A	0.000030	3303
NR3C1	0.000030	2908
PPARG	0.000030	5468
HLA-A	0.000030	3105
BCR	0.000030	613
GIP	0.000030	2695
ALK	0.000030	238
ARNT	0.000030	405
HDAC3	0.000030	8841
IL17A	0.000030	3605
TYMS	0.000030	7298
CD9	0.000030	928
BTF3P12	0.000030	652963
C3	0.000030	718
TJP1	0.000030	7082
CHRNA7	0.000030	1139
CYP1B1	0.000030	1545
CLINT1	0.000030	9685
HLA-DRB5	0.000030	3127
NOTCH4	0.000030	4855
ADRB2	0.000030	154
HDAC4	0.000030	9759
RALBP1	0.000030	10928
GSTP1	0.000030	2950
IP6K1	0.000030	9807
AHR	0.000030	196
NT5E	0.000030	4907
HDAC5	0.000030	10014
ABL2	0.000030	27
LEPR	0.000030	3953
CACNA1C	0.000030	775
HDAC9	0.000030	9734
GDNF	0.000030	2668
HLA-DPB1	0.000030	3115
GSTM1	0.000030	2944
TBL1XR1	0.000030	79718
CACNA1D	0.000030	776
HLA-DRB3	0.000030	3125
XBP1	0.000030	7494
GMNN	0.000030	51053
HTT	0.000030	3064
HDAC7	0.000030	51564
BGLAP	0.000030	632
ATP2B1	0.000030	490
MPO	0.000030	4353
ABCC1	0.000030	4363
HDAC6	0.000030	10013
LTA	0.000030	4049
LTA	0.000030	
BMAL1	0.000030	406
MAML3	0.000030	55534
GNRH1	0.000030	2796
HSPA1L	0.000030	3305
LMO2	0.000030	4005
MOB1A	0.000030	55233
PLAGL1	0.000030	5325
ABAT	0.000030	18
GABRB3	0.000030	2562
TNFRSF11A	0.000030	8792
GABRA1	0.000030	2554
TRAT1	0.000030	50852
EHMT2	0.000030	10919
XDH	0.000030	7498
ADRA2A	0.000030	150
CDH13	0.000030	1012
GFAP	0.000030	2670
CACNA1H	0.000030	8912
TRIB2	0.000030	28951
CRY1	0.000030	1407
GABRG2	0.000030	2566
GABRB1	0.000030	2560
GABRB2	0.000030	2561
ATP1A2	0.000030	477
ADRB1	0.000030	153
INPP1	0.000030	3628
COMT	0.000030	1312
HNMT	0.000030	3176
CHRM3	0.000030	1131
ADRA1B	0.000030	147
TSPO	0.000030	706
CCK	0.000030	885
EPHX2	0.000030	2053
TSHB	0.000030	7252
CACNA1F	0.000030	778
CYP2B6	0.000030	1555
AOX1	0.000030	316
ALDH5A1	0.000030	7915
BAP1	0.000030	8314
GSTT1	0.000030	2952
GABRQ	0.000030	55879
GSTM3	0.000030	2947
GABRG3	0.000030	2567
PKD2	0.000030	5311
ADRB3	0.000030	155
CHRM2	0.000030	1129
GFRA2	0.000030	2675
RAD52	0.000030	5893
GAA	0.000030	2548
HDAC11	0.000030	79885
GABRP	0.000030	2568
GABRA2	0.000030	2555
HDAC8	0.000030	55869
ADRA2C	0.000030	152
CDH4	0.000030	1002
TNIK	0.000030	23043
GABRA4	0.000030	2557
CACNG2	0.000030	10369
GABRA5	0.000030	2558
ADRA2B	0.000030	151
TPH1	0.000030	7166
GABRE	0.000030	2564
SLC6A3	0.000030	6531
GABRA3	0.000030	2556
EHF	0.000030	26298
AQP4	0.000030	361
MICA	0.000030	100507436
GABRD	0.000030	2563
ATXN2	0.000030	6311
KCNJ3	0.000030	3760
NQO2	0.000030	4835
XK	0.000030	7504
POLG	0.000030	5428
PTPRN2	0.000030	5799
SLC6A4	0.000030	6532
GABRA6	0.000030	2559
UGT2B15	0.000030	7366
CYP3A5	0.000030	1577
HTR6	0.000030	3362
CHRM5	0.000030	1133
HDAC10	0.000030	83933
ACADSB	0.000030	36
GRM3	0.000030	2913
ITIH3	0.000030	3699
TRAC	0.000030	28755
FMO1	0.000030	2326
PPT1	0.000030	5538
CYP2C18	0.000030	1562
POLI	0.000030	11201
GABRR1	0.000030	2569
NR1I3	0.000030	9970
CHRM4	0.000030	1132
OGDH	0.000030	4967
GRM7	0.000030	2917
ELAVL2	0.000030	1993
OXT	0.000030	5020
GCKR	0.000030	2646
GABRG1	0.000030	2565
AADAC	0.000030	13
GHRL	0.000030	51738
AGAP1	0.000030	116987
CYP2C8	0.000030	1558
SMN1	0.000030	6606
GREM2	0.000030	64388
MCPH1	0.000030	79648
MPHOSPH8	0.000030	54737
CPS1	0.000030	1373
HTR1E	0.000030	3354
OTC	0.000030	5009
BAG6	0.000030	7917
GABRR2	0.000030	2570
FMO3	0.000030	2328
LRP1B	0.000030	53353
LRP1B	0.000030	
PPA2	0.000030	27068
DRD5	0.000030	1816
TPMT	0.000030	7172
SLC22A1	0.000030	6580
TMEFF2	0.000030	23671
SPOPL	0.000030	339745
ASIC2	0.000030	40
GDF2	0.000030	2658
MC2R	0.000030	4158
PRRC2A	0.000030	7916
GFER	0.000030	2671
NTNG1	0.000030	22854
GSTK1	0.000030	373156
GRID2	0.000030	2895
CHAT	0.000030	1103
GABRR3	0.000030	200959
GRAMD1B	0.000030	57476
GIPR	0.000030	2696
HRH4	0.000030	59340
TSHZ2	0.000030	128553
DTNBP1	0.000030	84062
APEH	0.000030	327
AMELX	0.000030	265
FAM178B	0.000030	51252
NPAS3	0.000030	64067
POLR1HASP	0.000030	80862
MLN	0.000030	4295
MLN	0.000030	
CNTN4	0.000030	152330
SLC26A9	0.000030	115019
FAM177A1	0.000030	283635
PSORS1C2	0.000030	170680
NALCN	0.000030	259232
MYO1H	0.000030	283446
GADL1	0.000030	339896
MYT1L	0.000030	23040
CSMD1	0.000030	64478
OR52E2	0.000030	119678
OR52J3	0.000030	119679
ANKK1	0.000030	255239
MSANTD1	0.000030	345222
PSORS1C1	0.000030	170679
SKOR2	0.000030	652991
OR52J2P	0.000030	79529
AKR1B1P2	0.000030	236
DEGS1	0.000030	8560
OVCH2	0.000030	341277
OVCH2	0.000030	
REV3L	0.000030	5980
REV3L	0.000030	
REV3L	0.000030	
COMMD9	0.000030	29099
SMIM3	0.000030	85027
SMIM3	0.000030	
SSR4	0.000030	6748
DHODH	0.000030	1723
SLC14A1	0.000030	6563
C15orf48	0.000030	84419
APOA4	0.000030	337
FAM72C	0.000030	554282
COL8A1	0.000030	1295
REG1A	0.000030	5967
PGM1	0.000030	5236
IL24	0.000030	11009
GSS	0.000030	2937
DUSP5	0.000030	1847
S100B	0.000030	6285
CTH	0.000030	1491
SLC6A5	0.000030	9152
CD84	0.000030	8832
GRK6P1	0.000030	2871
PHOX2A	0.000030	401
PTTG1	0.000030	9232
EZH1	0.000030	2145
GPR34	0.000030	2857
PCSK5	0.000030	5125
RPS6KA2	0.000030	6196
KDM6A	0.000030	7403
SRPRB	0.000030	58477
STK10	0.000030	6793
CARS1	0.000030	833
XRCC5	0.000030	7520
TICAM1	0.000030	148022
MYOCD	0.000030	93649
RPS27	0.000030	6232
ABCB5	0.000030	340273
CARTPT	0.000030	9607
BRD7	0.000030	29117
DSC3	0.000030	1825
CTSA	0.000030	5476
TMSB10	0.000030	9168
ADAMTS4	0.000030	9507
DCPS	0.000030	28960
ARL2	0.000030	402
ENO1P1	0.000030	2025
GPR32	0.000030	2854
CLEC12A	0.000030	160364
H2BC5	0.000030	3017
DRAM1	0.000030	55332
P2RX4	0.000030	5025
CCNH	0.000030	902
EFNB3	0.000030	1949
FDXR	0.000030	2232
RSPO1	0.000030	284654
CRYGD	0.000030	1421
CLDN7	0.000030	1366
ADARB1	0.000030	104
COX5B	0.000030	1329
KCNN4	0.000030	3783
ITPR1	0.000030	3708
CYP46A1	0.000030	10858
GRPR	0.000030	2925
MYLK4	0.000030	340156
PLAU	0.000030	5328
RPL18A	0.000030	6142
MC5R	0.000030	4161
CYP3A51P	0.000030	1578
RPS17	0.000030	6218
RPL11	0.000030	6135
DEPTOR	0.000030	64798
ACO1	0.000030	48
GUCA2B	0.000030	2981
MIR4268	0.000030	100422959
TG	0.000030	7038
NRG2	0.000030	9542
CSNK1E	0.000030	1454
RPS8	0.000030	6202
RHEB	0.000030	6009
SF3B3	0.000030	23450
PIGW	0.000030	284098
GOLGA3	0.000030	2802
HOXA6	0.000030	3203
LRRC32	0.000030	2615
UOX	0.000030	391051
CTBP1	0.000030	1487
SLCO3A1	0.000030	28232
ATP1B2	0.000030	482
RPL3	0.000030	6122
AHRR	0.000030	57491
RPL29	0.000030	6159
SLC15A1	0.000030	6564
NBEA	0.000030	26960
CAMK1	0.000030	8536
FKBP1AP4	0.000030	2285
PGAP6	0.000030	58986
RPL35A	0.000030	6165
PISD	0.000030	23761
GPT	0.000030	2875
TNFRSF9	0.000030	3604
E2F5	0.000030	1875
PSME3	0.000030	10197
FANCA	0.000030	2175
RPL36	0.000030	25873
CYP51A1	0.000030	1595
AHSA1	0.000030	10598
NPTXR	0.000030	23467
SLC44A4	0.000030	80736
FLNA	0.000030	2316
VAMP2	0.000030	6844
EPRS1	0.000030	2058
IL12RB2	0.000030	3595
GLDC	0.000030	2731
RFK	0.000030	55312
TSPEAR	0.000030	54084
PPP2R5D	0.000030	5528
SLC22A16	0.000030	85413
PPOX	0.000030	5498
GALNT14	0.000030	79623
KRTAP10-4	0.000030	386672
YBX1	0.000030	4904
MARCKS	0.000030	4082
HAMP	0.000030	57817
GGTA1	0.000030	2681
KIF5B	0.000030	3799
RPLP1	0.000030	6176
GGT3P	0.000030	2679
RPL38	0.000030	6169
E2F3P1	0.000030	1872
RPS18	0.000030	6222
RPS3	0.000030	6188
POLR3D	0.000030	661
RPS2	0.000030	6187
RPS6	0.000030	6194
RPS15	0.000030	6209
AFF2	0.000030	2334
GMFB	0.000030	2764
CCDC6	0.000030	8030
FKBP2	0.000030	2286
ROR1	0.000030	4919
PGR	0.000030	5241
IL9	0.000030	3578
PRDX1	0.000030	5052
ZNF542P	0.000030	147947
MIR4481	0.000030	100616320
CSRNP3	0.000030	80034
ITPA	0.000030	3704
TRDN	0.000030	10345
TAAR6	0.000030	319100
CYP4B1	0.000030	1580
CFAP44	0.000030	55779
PRSS53	0.000030	339105
ZNF613	0.000030	79898
THBD	0.000030	7056
TBP	0.000030	6908
SMTN	0.000030	6525
SFTPB	0.000030	6439
NPPA	0.000030	4878
MT1H	0.000030	4496
TBC1D32	0.000030	221322
DCTD	0.000030	1635
RPS9	0.000030	6203
GSTM5	0.000030	2949
PYY	0.000030	5697
CCNG1	0.000030	900
IPO8	0.000030	10526
EGFL7	0.000030	51162
MAGEA12	0.000030	4111
ADCK1	0.000030	57143
KCNJ6	0.000030	3763
SEMA3C	0.000030	10512
DSCAM	0.000030	1826
EIF4E2	0.000030	9470
SFRP5	0.000030	6425
CXCL5	0.000030	6374
SREBF1	0.000030	6720
CELSR2	0.000030	1952
SLC22A9	0.000030	114571
KRT17	0.000030	3872
JAG1	0.000030	182
GPD2	0.000030	2820
DEFA1	0.000030	1667
RPL27A	0.000030	6157
RPL4	0.000030	6124
RPL6	0.000030	6128
RPL21	0.000030	6144
RPS7	0.000030	6201
RPL26	0.000030	6154
CRLF2	0.000030	64109
RPS21	0.000030	6227
RPL27	0.000030	6155
RPL9P8	0.000030	254948
RPS11	0.000030	6205
RPL37A	0.000030	6168
RPL30	0.000030	6156
RPS28	0.000030	6234
RPL8	0.000030	6132
GRM4	0.000030	2914
UTRN	0.000030	7402
RGMA	0.000030	56963
POLR2A	0.000030	5430
CEACAM6	0.000030	4680
ADSS2	0.000030	159
PDGFC	0.000030	56034
MAPKAP1	0.000030	79109
NLRP3	0.000030	114548
CLK1	0.000030	1195
F12	0.000030	2161
TNFSF14	0.000030	8740
CLCN3	0.000030	1182
PADI1	0.000030	29943
CDC37	0.000030	11140
TSSK2	0.000030	23617
CLK3	0.000030	1198
FANCD2	0.000030	2177
TMX2	0.000030	51075
MIR107	0.000030	406901
MAFK	0.000030	7975
E2F6	0.000030	1876
RPL32	0.000030	6161
RPL14	0.000030	9045
FTH1P2	0.000030	2497
NR1D1	0.000030	9572
RPL10A	0.000030	4736
RPS23	0.000030	6228
RPS25	0.000030	6230
RPS4Y1	0.000030	6192
RPS4X	0.000030	6191
RPL41	0.000030	6171
RPL37	0.000030	6167
RPS27A	0.000030	6233
ATP1B3	0.000030	483
ETV3	0.000030	2117
CYP20A1	0.000030	57404
BMP7	0.000030	655
RPL7	0.000030	6129
RPL31	0.000030	6160
LGR4	0.000030	55366
RPLP0	0.000030	6175
ERVW-1	0.000030	30816
NFKBIL1	0.000030	4795
MATK	0.000030	4145
KRT20	0.000030	54474
ITGAX	0.000030	3687
ITGA11	0.000030	22801
GPX1	0.000030	2876
EMP2	0.000030	2013
CUBN	0.000030	8029
PADI2	0.000030	11240
IDE	0.000030	3416
NPFFR2	0.000030	10886
PADI4	0.000030	23569
CYLC1	0.000030	1538
SPTLC3	0.000030	55304
USP5	0.000030	8078
NLRP1	0.000030	22861
MAP3K8	0.000030	1326
RPS24	0.000030	6229
CDK8	0.000030	1024
PAPOLA	0.000030	10914
SCGB1A1	0.000030	7356
PCBD1	0.000030	5092
ATP5PB	0.000030	515
ATP5MC1	0.000030	516
FOXC2	0.000030	2303
BOK	0.000030	666
BNC1	0.000030	646
MYRF	0.000030	745
GUSB	0.000030	2990
CDKN2C	0.000030	1031
ATP2B4	0.000030	493
HNRNPH3	0.000030	3189
FCGR1BP	0.000030	2210
CRYBB2P1	0.000030	1416
CTSW	0.000030	1521
FABP7	0.000030	2173
APOA2	0.000030	336
GPX3	0.000030	2878
PVALB	0.000030	5816
KCNJ9	0.000030	3765
GYPE	0.000030	2996
RPL17	0.000030	6139
TPT1	0.000030	7178
EMX2	0.000030	2018
PAPPA	0.000030	5069
PIM2	0.000030	11040
ATP8B1	0.000030	5205
TNFRSF10C	0.000030	8794
NRG3	0.000030	10718
PYGL	0.000030	5836
PTPRZ1	0.000030	5803
SCAP	0.000030	22937
RPL12	0.000030	6136
SLC9A9	0.000030	285195
H1-0	0.000030	3005
BHMT2	0.000030	23743
ELK1	0.000030	2002
RPL39	0.000030	6170
AP2B1	0.000030	163
BCAT2	0.000030	587
RNASEH2A	0.000030	10535
EVPL	0.000030	2125
FOXA3	0.000030	3171
FGF23	0.000030	8074
RCAN1	0.000030	1827
SQSTM1	0.000030	8878
ETV2	0.000030	2116
PIK3CD	0.000030	5293
SHROOM2	0.000030	357
SNORD68	0.000030	606500
ANXA4	0.000030	307
BMP10	0.000030	27302
MASP2	0.000030	10747
P4HTM	0.000030	54681
CFI	0.000030	3426
DDX12P	0.000030	440081
SLC16A7	0.000030	9194
PRTN3	0.000030	5657
ASLP1	0.000030	436
IRS2	0.000030	8660
COCH	0.000030	1690
SNAP91	0.000030	9892
GLO1	0.000030	2739
RPS13	0.000030	6207
ACVR1	0.000030	90
HOXA9	0.000030	3205
GALC	0.000030	2581
FOSL1	0.000030	8061
FCGR1CP	0.000030	100132417
SPECC1L-ADORA2A	0.000030	101730217
AURKB	0.000030	9212
RPL23A	0.000030	6147
PTK2	0.000030	5747
RPS3A	0.000030	6189
MAP3K10	0.000030	4294
PDE6H	0.000030	5149
PDE8A	0.000030	5151
PDE6B	0.000030	5158
PDE1A	0.000030	5136
IPO7	0.000030	10527
MS4A3	0.000030	932
PRPS1	0.000030	5631
PPP1CA	0.000030	5499
S100A10	0.000030	6281
ABCG8	0.000030	64241
HLA-DPA1	0.000030	3113
CELF4	0.000030	56853
DDO	0.000030	8528
FASTKD3	0.000030	79072
ACSS3	0.000030	79611
ATP10A	0.000030	57194
NOC3L	0.000030	64318
EPHA6	0.000030	285220
AGXT	0.000030	189
PACSIN2	0.000030	11252
MRPL47	0.000030	57129
ATF5	0.000030	22809
NUP62	0.000030	23636
APOBEC3B	0.000030	9582
LRMDA	0.000030	83938
U2AF1	0.000030	7307
SP3	0.000030	6670
CNTF	0.000030	1270
SHMT1	0.000030	6470
BGN	0.000030	633
ASTN2	0.000030	23245
ATP5MC2	0.000030	517
GPX1P2	0.000030	2884
MUCL3	0.000030	135656
ENO1	0.000030	2023
ELK3	0.000030	2004
CPA2	0.000030	1358
EIF5	0.000030	1983
ACVR1C	0.000030	130399
HSPA9	0.000030	3313
SMS	0.000030	6611
MYBPC3	0.000030	4607
CD200	0.000030	4345
ACVR2A	0.000030	92
VKORC1L1	0.000030	154807
CCNE2	0.000030	9134
IPO4	0.000030	79711
SF3B1	0.000030	23451
GPR37	0.000030	2861
KMT5A	0.000030	387893
GRIK1-AS2	0.000030	100379661
KHSRP	0.000030	8570
TNFRSF13C	0.000030	115650
RPS16	0.000030	6217
RPS15A	0.000030	6210
RPL13	0.000030	6137
RPL9	0.000030	6133
RPL13A	0.000030	23521
RPL24	0.000030	6152
RPS5	0.000030	6193
HSD11B2	0.000030	3291
RTN4	0.000030	57142
TNFSF4	0.000030	7292
NISCH	0.000030	11188
DDB1	0.000030	1642
PDE7A	0.000030	5150
DES	0.000030	1674
HTRA1	0.000030	5654
DEFA5	0.000030	1670
PKLR	0.000030	5313
DCLK1	0.000030	9201
LONP1	0.000030	9361
S100A4	0.000030	6275
PZP	0.000030	5858
PXN	0.000030	5829
PTGDS	0.000030	5730
POSTN	0.000030	10631
MTAP	0.000030	4507
IFI27	0.000030	3429
CDH17	0.000030	1015
CD244	0.000030	51744
CCL28	0.000030	56477
ABCG4	0.000030	64137
PSMF1	0.000030	9491
PSMD10P3	0.000030	338091
PSMD9	0.000030	5715
PSMC3IP	0.000030	29893
PSMD4P1	0.000030	54035
AKT1S1	0.000030	84335
MAPKAPK3	0.000030	7867
DAO	0.000030	1610
GLUD1	0.000030	2746
SERPINA5	0.000030	5104
SEMA4D	0.000030	10507
RPL36A	0.000030	6173
ARL3	0.000030	403
ANKRD30B	0.000030	374860
RPL18	0.000030	6141
CAPG	0.000030	822
CEACAM7	0.000030	1087
TNFRSF10A	0.000030	8797
H19	0.000030	283120
RPS14	0.000030	6208
SLC25A31	0.000030	83447
RRP1B	0.000030	23076
PECAM1	0.000030	5175
ACY3	0.000030	91703
NKAIN3	0.000030	286183
KIRREL2	0.000030	84063
IAPP	0.000030	3375
CADM2	0.000030	253559
LRP1	0.000030	4035
DNTT	0.000030	1791
RPL9P7	0.000030	6126
TMEM258	0.000030	746
BACE2	0.000030	25825
SERPINB3	0.000030	6317
SGSM3	0.000030	27352
SCN1B	0.000030	6324
GPR18	0.000030	2841
SLC2A2	0.000030	6514
ELF3	0.000030	1999
SULT1C4	0.000030	27233
SRSF10	0.000030	10772
RPL23	0.000030	9349
GAPDHP60	0.000030	2601
RPS26	0.000030	6231
SLC14A2	0.000030	8170
DAG1	0.000030	1605
AXL	0.000030	558
RAD51	0.000030	5888
GRN	0.000030	2896
SDHB	0.000030	6390
SLC1A3	0.000030	6507
ASPA	0.000030	443
EIF4B	0.000030	1975
OSGIN2	0.000030	734
C2	0.000030	717
C4BPA	0.000030	722
C4B	0.000030	721
CD8A	0.000030	925
CRIPTO	0.000030	6997
ACTBP7	0.000030	67
TFF1	0.000030	7031
OGFR	0.000030	11054
FOSB	0.000030	2354
FSHB	0.000030	2488
EGR2	0.000030	1959
SCYL1	0.000030	57410
PTK6	0.000030	5753
PFKFB3	0.000030	5209
PROKR1	0.000030	10887
RGS16	0.000030	6004
C8G	0.000030	733
TRBC1	0.000030	28639
TGFBR2	0.000030	7048
UBC	0.000030	7316
ASMT	0.000030	438
ITGA9	0.000030	3680
GPR61	0.000030	83873
ADH6	0.000030	130
ADGRE1	0.000030	2015
EPYC	0.000030	1833
DSP	0.000030	1832
ELK4	0.000030	2005
HOXB6	0.000030	3216
GPR27	0.000030	2850
ACTBP4	0.000030	64
GLB1	0.000030	2720
DAXX	0.000030	1616
NPBWR2	0.000030	2832
USP7	0.000030	7874
EBF1	0.000030	1879
RPSA2	0.000030	388524
L1CAM	0.000030	3897
CAMLG	0.000030	819
TNFAIP1	0.000030	7126
SPECC1L	0.000030	23384
KL	0.000030	9365
CDKN2B-AS1	0.000030	100048912
IGFBP7	0.000030	3490
DMPK	0.000030	1760
LILRB5	0.000030	10990
ZNF100	0.000030	163227
RBFOX1	0.000030	54715
UGT1A	0.000030	7361
TAFA5	0.000030	25817
C18orf21	0.000030	83608
ARF1	0.000030	375
UHRF1	0.000030	29128
MTR	0.000030	4548
SUGCT	0.000030	79783
IL22RA2	0.000030	116379
CLCN6	0.000030	1185
SORT1	0.000030	6272
MMP10	0.000030	4319
LINC00251	0.000030	552859
ITGB6	0.000030	3694
MISP	0.000030	126353
SCN2B	0.000030	6327
SAG	0.000030	6295
VCAM1	0.000030	7412
IGF2R	0.000030	3482
PEAR1	0.000030	375033
MGAT4A	0.000030	11320
